Economy_Label,Partner_Label,Index_Value,Index_Footnote,Index_MissingValue
"Antigua and Barbuda","Bonaire, Sint Eustatius and Saba",0.15,,
"Antigua and Barbuda","Brazil",0.22,,
"Antigua and Barbuda","British Virgin Islands",0.23,,
"Antigua and Barbuda","Brunei Darussalam",0.1,,
"Antigua and Barbuda","Bulgaria",0.1,,
"Antigua and Barbuda","Cabo Verde",0.09,,
"Antigua and Barbuda","Cambodia",0.11,,
"Antigua and Barbuda","Cameroon",0.19,,
"Antigua and Barbuda","Canada",0.21,,
"Antigua and Barbuda","Cayman Islands",0.15,,
"Antigua and Barbuda","Chile",0.19,,
"Antigua and Barbuda","China",0.23,,
"Antigua and Barbuda","China, Hong Kong SAR",0.21,,
"Antigua and Barbuda","China, Taiwan Province of",0.21,,
"Antigua and Barbuda","Christmas Island",0.08,,
"Antigua and Barbuda","Colombia",0.3,,
"Antigua and Barbuda","Comoros",0.1,,
"Antigua and Barbuda","Congo",0.19,,
"Antigua and Barbuda","Cook Islands",0.09,,
"Antigua and Barbuda","Costa Rica",0.2,,
"Antigua and Barbuda","Cote d'Ivoire",0.2,,
"Antigua and Barbuda","Croatia",0.11,,
"Antigua and Barbuda","Cuba",0.18,,
"Antigua and Barbuda","Curacao",0.27,,
"Antigua and Barbuda","Cyprus",0.18,,
"Antigua and Barbuda","Dem. Rep. of the Congo",0.17,,
"Antigua and Barbuda","Denmark",0.19,,
"Antigua and Barbuda","Djibouti",0.12,,
"Antigua and Barbuda","Dominica",0.28,,
"Antigua and Barbuda","Dominican Republic",0.3,,
"Antigua and Barbuda","Ecuador",0.21,,
"Antigua and Barbuda","Egypt",0.21,,
"Antigua and Barbuda","El Salvador",0.17,,
"Antigua and Barbuda","Equatorial Guinea",0.18,,
"Antigua and Barbuda","Eritrea",0.09,,
"Antigua and Barbuda","Estonia",0.18,,
"Antigua and Barbuda","Faroe Islands",0.17,,
"Antigua and Barbuda","Fiji",0.12,,
"Antigua and Barbuda","Finland",0.18,,
"Antigua and Barbuda","France",0.24,,
"Antigua and Barbuda","French Guiana",0.26,,
"Antigua and Barbuda","French Polynesia",0.19,,
"Antigua and Barbuda","Gabon",0.18,,
"Antigua and Barbuda","Gambia",0.1,,
"Antigua and Barbuda","Georgia",0.11,,
"Antigua and Barbuda","Germany",0.22,,
"Antigua and Barbuda","Ghana",0.2,,
"Antigua and Barbuda","Gibraltar",0.16,,
"Antigua and Barbuda","Greece",0.21,,
"Antigua and Barbuda","Greenland",0.09,,
"Antigua and Barbuda","Grenada",0.28,,
"Antigua and Barbuda","Guadeloupe",0.28,,
"Antigua and Barbuda","Guam",0.17,,
"Antigua and Barbuda","Guatemala",0.19,,
"Antigua and Barbuda","Guinea",0.18,,
"Antigua and Barbuda","Guinea-Bissau",0.1,,
"Antigua and Barbuda","Guyana",0.27,,
"Antigua and Barbuda","Haiti",0.18,,
"Antigua and Barbuda","Honduras",0.18,,
"Antigua and Barbuda","Iceland",0.18,,
"Antigua and Barbuda","India",0.22,,
"Antigua and Barbuda","Indonesia",0.19,,
"Antigua and Barbuda","Iran (Islamic Republic of)",0.11,,
"Antigua and Barbuda","Iraq",0.18,,
"Antigua and Barbuda","Ireland",0.18,,
"Antigua and Barbuda","Israel",0.19,,
"Antigua and Barbuda","Italy",0.23,,
"Antigua and Barbuda","Jamaica",0.29,,
"Antigua and Barbuda","Japan",0.21,,
"Antigua and Barbuda","Jordan",0.12,,
"Antigua and Barbuda","Kenya",0.12,,
"Antigua and Barbuda","Kiribati",0.1,,
"Antigua and Barbuda","Kuwait",0.1,,
"Antigua and Barbuda","Latvia",0.18,,
"Antigua and Barbuda","Lebanon",0.19,,
"Antigua and Barbuda","Liberia",0.1,,
"Antigua and Barbuda","Libya",0.12,,
"Antigua and Barbuda","Lithuania",0.18,,
"Antigua and Barbuda","Madagascar",0.11,,
"Antigua and Barbuda","Malaysia",0.22,,
"Antigua and Barbuda","Maldives",0.1,,
"Antigua and Barbuda","Malta",0.21,,
"Antigua and Barbuda","Marshall Islands",0.11,,
"Antigua and Barbuda","Martinique",0.28,,
"Antigua and Barbuda","Mauritania",0.1,,
"Antigua and Barbuda","Mauritius",0.19,,
"Antigua and Barbuda","Mayotte",0.1,,
"Antigua and Barbuda","Mexico",0.22,,
"Antigua and Barbuda","Micronesia (Federated States of)",0.1,,
"Antigua and Barbuda","Montenegro",0.1,,
"Antigua and Barbuda","Morocco",0.23,,
"Antigua and Barbuda","Mozambique",0.19,,
"Antigua and Barbuda","Myanmar",0.11,,
"Antigua and Barbuda","Namibia",0.2,,
"Antigua and Barbuda","Netherlands (Kingdom of the)",0.32,,
"Antigua and Barbuda","Netherlands Antilles",,,"Not applicable"
"Antigua and Barbuda","New Caledonia",0.2,,
"Antigua and Barbuda","New Zealand",0.2,,
"Antigua and Barbuda","Nicaragua",0.17,,
"Antigua and Barbuda","Nigeria",0.2,,
"Antigua and Barbuda","Niue",0.09,,
"Antigua and Barbuda","Norfolk Island",0.07,,
"Antigua and Barbuda","Northern Mariana Islands",0.1,,
"Antigua and Barbuda","Norway",0.18,,
"Antigua and Barbuda","Oman",0.2,,
"Antigua and Barbuda","Pakistan",0.2,,
"Antigua and Barbuda","Palau",0.09,,
"Antigua and Barbuda","Panama",0.23,,
"Antigua and Barbuda","Papua New Guinea",0.11,,
"Antigua and Barbuda","Paraguay",0.08,,
"Antigua and Barbuda","Peru",0.21,,
"Antigua and Barbuda","Philippines",0.11,,
"Antigua and Barbuda","Poland",0.19,,
"Antigua and Barbuda","Portugal",0.21,,
"Antigua and Barbuda","Puerto Rico",0.18,,
"Antigua and Barbuda","Qatar",0.11,,
"Antigua and Barbuda","Republic of Korea",0.23,,
"Antigua and Barbuda","Reunion",0.19,,
"Antigua and Barbuda","Romania",0.11,,
"Antigua and Barbuda","Russian Federation",0.19,,
"Antigua and Barbuda","Saint Helena",0.08,,
"Antigua and Barbuda","Saint Kitts and Nevis",0.23,,
"Antigua and Barbuda","Saint Lucia",0.28,,
"Antigua and Barbuda","Saint Pierre and Miquelon",0.08,,
"Antigua and Barbuda","Saint Vincent and the Grenadines",0.27,,
"Antigua and Barbuda","Samoa",0.18,,
"Antigua and Barbuda","Sao Tome and Principe",0.1,,
"Antigua and Barbuda","Saudi Arabia",0.21,,
"Antigua and Barbuda","Senegal",0.19,,
"Antigua and Barbuda","Serbia and Montenegro",,,"Not applicable"
"Antigua and Barbuda","Seychelles",0.11,,
"Antigua and Barbuda","Sierra Leone",0.1,,
"Antigua and Barbuda","Singapore",0.23,,
"Antigua and Barbuda","Sint Maarten (Dutch part)",0.28,,
"Antigua and Barbuda","Slovenia",0.11,,
"Antigua and Barbuda","Solomon Islands",0.11,,
"Antigua and Barbuda","Somalia",0.11,,
"Antigua and Barbuda","South Africa",0.2,,
"Antigua and Barbuda","Spain",0.25,,
"Antigua and Barbuda","Sri Lanka",0.21,,
"Antigua and Barbuda","Sudan",0.1,,
"Antigua and Barbuda","Sudan (...2011)",,,"Not applicable"
"Antigua and Barbuda","Suriname",0.28,,
"Antigua and Barbuda","Sweden",0.19,,
"Antigua and Barbuda","Syrian Arab Republic",0.11,,
"Antigua and Barbuda","Thailand",0.2,,
"Antigua and Barbuda","Timor-Leste",0.1,,
"Antigua and Barbuda","Togo",0.2,,
"Antigua and Barbuda","Tonga",0.11,,
"Antigua and Barbuda","Trinidad and Tobago",0.29,,
"Antigua and Barbuda","Tunisia",0.1,,
"Antigua and Barbuda","Turkiye",0.22,,
"Antigua and Barbuda","Turks and Caicos Islands",0.15,,
"Antigua and Barbuda","Tuvalu",0.01,,
"Antigua and Barbuda","Ukraine",0.1,,
"Antigua and Barbuda","United Arab Emirates",0.21,,
"Antigua and Barbuda","United Kingdom",0.32,,
"Antigua and Barbuda","United Republic of Tanzania",0.12,,
"Antigua and Barbuda","United States",0.32,,
"Antigua and Barbuda","United States Virgin Islands",0.26,,
"Antigua and Barbuda","Uruguay",0.19,,
"Antigua and Barbuda","Vanuatu",0.11,,
"Antigua and Barbuda","Venezuela (Bolivarian Rep. of)",0.2,,
"Antigua and Barbuda","Viet Nam",0.21,,
"Antigua and Barbuda","Wallis and Futuna Islands",0.08,,
"Antigua and Barbuda","Yemen",0.1,,
"Argentina","Albania",0.1,,
"Argentina","Algeria",0.21,,
"Argentina","American Samoa",0.2,,
"Argentina","Angola",0.29,,
"Argentina","Antigua and Barbuda",0.2,,
"Argentina","Argentina",,,"Not applicable"
"Argentina","Aruba",0.19,,
"Argentina","Australia",0.33,,
"Argentina","Bahamas",0.37,,
"Argentina","Bahrain",0.2,,
"Argentina","Bangladesh",0.22,,
"Argentina","Barbados",0.21,,
"Argentina","Belgium",0.45,,
"Argentina","Belize",0.19,,
"Argentina","Benin",0.28,,
"Argentina","Bermuda",0.15,,
"Argentina","Bonaire, Sint Eustatius and Saba",0.15,,
"Argentina","Brazil",0.44,,
"Argentina","British Virgin Islands",0.16,,
"Argentina","Brunei Darussalam",0.19,,
"Argentina","Bulgaria",0.2,,
"Argentina","Cabo Verde",0.17,,
"Argentina","Cambodia",0.21,,
"Argentina","Cameroon",0.29,,
"Argentina","Canada",0.36,,
"Argentina","Cayman Islands",0.15,,
"Argentina","Chile",0.33,,
"Argentina","China",0.45,,
"Argentina","China, Hong Kong SAR",0.42,,
"Argentina","China, Taiwan Province of",0.36,,
"Argentina","Christmas Island",0.15,,
"Argentina","Colombia",0.43,,
"Argentina","Comoros",0.18,,
"Argentina","Congo",0.32,,
"Argentina","Cook Islands",0.09,,
"Argentina","Costa Rica",0.3,,
"Argentina","Cote d'Ivoire",0.33,,
"Argentina","Croatia",0.29,,
"Argentina","Cuba",0.2,,
"Argentina","Curacao",0.2,,
"Argentina","Cyprus",0.22,,
"Argentina","Dem. Rep. of the Congo",0.18,,
"Argentina","Denmark",0.31,,
"Argentina","Djibouti",0.3,,
"Argentina","Dominica",0.19,,
"Argentina","Dominican Republic",0.43,,
"Argentina","Ecuador",0.34,,
"Argentina","Egypt",0.35,,
"Argentina","El Salvador",0.19,,
"Argentina","Equatorial Guinea",0.22,,
"Argentina","Eritrea",0.09,,
"Argentina","Estonia",0.2,,
"Argentina","Faroe Islands",0.19,,
"Argentina","Fiji",0.21,,
"Argentina","Finland",0.23,,
"Argentina","France",0.45,,
"Argentina","French Guiana",0.2,,
"Argentina","French Polynesia",0.24,,
"Argentina","Gabon",0.22,,
"Argentina","Gambia",0.17,,
"Argentina","Georgia",0.19,,
"Argentina","Germany",0.44,,
"Argentina","Ghana",0.34,,
"Argentina","Gibraltar",0.17,,
"Argentina","Greece",0.35,,
"Argentina","Greenland",0.1,,
"Argentina","Grenada",0.19,,
"Argentina","Guadeloupe",0.26,,
"Argentina","Guam",0.2,,
"Argentina","Guatemala",0.32,,
"Argentina","Guinea",0.22,,
"Argentina","Guinea-Bissau",0.18,,
"Argentina","Guyana",0.21,,
"Argentina","Haiti",0.21,,
"Argentina","Honduras",0.23,,
"Argentina","Iceland",0.19,,
"Argentina","India",0.43,,
"Argentina","Indonesia",0.27,,
"Argentina","Iran (Islamic Republic of)",0.29,,
"Argentina","Iraq",0.31,,
"Argentina","Ireland",0.23,,
"Argentina","Israel",0.3,,
"Argentina","Italy",0.38,,
"Argentina","Jamaica",0.42,,
"Argentina","Japan",0.35,,
"Argentina","Jordan",0.31,,
"Argentina","Kenya",0.25,,
"Argentina","Kiribati",0.18,,
"Argentina","Kuwait",0.22,,
"Argentina","Latvia",0.22,,
"Argentina","Lebanon",0.31,,
"Argentina","Liberia",0.19,,
"Argentina","Libya",0.25,,
"Argentina","Lithuania",0.3,,
"Argentina","Madagascar",0.2,,
"Argentina","Malaysia",0.36,,
"Argentina","Maldives",0.19,,
"Argentina","Malta",0.34,,
"Argentina","Marshall Islands",0.19,,
"Argentina","Martinique",0.25,,
"Argentina","Mauritania",0.19,,
"Argentina","Mauritius",0.29,,
"Argentina","Mayotte",0.11,,
"Argentina","Mexico",0.43,,
"Argentina","Micronesia (Federated States of)",0.18,,
"Argentina","Montenegro",0.12,,
"Argentina","Morocco",0.44,,
"Argentina","Mozambique",0.25,,
"Argentina","Myanmar",0.21,,
"Argentina","Namibia",0.38,,
"Argentina","Netherlands (Kingdom of the)",0.45,,
"Argentina","Netherlands Antilles",,,"Not applicable"
"Argentina","New Caledonia",0.23,,
"Argentina","New Zealand",0.29,,
"Argentina","Nicaragua",0.21,,
"Argentina","Nigeria",0.34,,
"Argentina","Niue",0.09,,
"Argentina","Norfolk Island",0.07,,
"Argentina","Northern Mariana Islands",0.18,,
"Argentina","Norway",0.2,,
"Argentina","Oman",0.34,,
"Argentina","Pakistan",0.35,,
"Argentina","Palau",0.16,,
"Argentina","Panama",0.43,,
"Argentina","Papua New Guinea",0.21,,
"Argentina","Paraguay",0.22,,
"Argentina","Peru",0.35,,
"Argentina","Philippines",0.26,,
"Argentina","Poland",0.33,,
"Argentina","Portugal",0.43,,
"Argentina","Puerto Rico",0.22,,
"Argentina","Qatar",0.31,,
"Argentina","Republic of Korea",0.45,,
"Argentina","Reunion",0.27,,
"Argentina","Romania",0.23,,
"Argentina","Russian Federation",0.26,,
"Argentina","Saint Helena",0.15,,
"Argentina","Saint Kitts and Nevis",0.16,,
"Argentina","Saint Lucia",0.2,,
"Argentina","Saint Pierre and Miquelon",0.08,,
"Argentina","Saint Vincent and the Grenadines",0.19,,
"Argentina","Samoa",0.2,,
"Argentina","Sao Tome and Principe",0.17,,
"Argentina","Saudi Arabia",0.35,,
"Argentina","Senegal",0.26,,
"Argentina","Serbia and Montenegro",,,"Not applicable"
"Argentina","Seychelles",0.2,,
"Argentina","Sierra Leone",0.19,,
"Argentina","Singapore",0.45,,
"Argentina","Sint Maarten (Dutch part)",0.21,,
"Argentina","Slovenia",0.3,,
"Argentina","Solomon Islands",0.21,,
"Argentina","Somalia",0.23,,
"Argentina","South Africa",0.32,,
"Argentina","Spain",0.46,,
"Argentina","Sri Lanka",0.43,,
"Argentina","Sudan",0.12,,
"Argentina","Sudan (...2011)",,,"Not applicable"
"Argentina","Suriname",0.22,,
"Argentina","Sweden",0.32,,
"Argentina","Syrian Arab Republic",0.21,,
"Argentina","Thailand",0.34,,
"Argentina","Timor-Leste",0.17,,
"Argentina","Togo",0.34,,
"Argentina","Tonga",0.2,,
"Argentina","Trinidad and Tobago",0.24,,
"Argentina","Tunisia",0.18,,
"Argentina","Turkiye",0.36,,
"Argentina","Turks and Caicos Islands",0.15,,
"Argentina","Tuvalu",0.08,,
"Argentina","Ukraine",0.11,,
"Argentina","United Arab Emirates",0.36,,
"Argentina","United Kingdom",0.45,,
"Argentina","United Republic of Tanzania",0.24,,
"Argentina","United States",0.46,,
"Argentina","United States Virgin Islands",0.18,,
"Argentina","Uruguay",0.43,,
"Argentina","Vanuatu",0.2,,
"Argentina","Venezuela (Bolivarian Rep. of)",0.22,,
"Argentina","Viet Nam",0.35,,
"Argentina","Wallis and Futuna Islands",0.08,,
"Argentina","Yemen",0.21,,
"Aruba","Albania",0.09,,
"Aruba","Algeria",0.1,,
"Aruba","American Samoa",0.17,,
"Aruba","Angola",0.18,,
"Aruba","Antigua and Barbuda",0.18,,
"Aruba","Argentina",0.19,,
"Aruba","Aruba",,,"Not applicable"
"Aruba","Australia",0.19,,
"Aruba","Bahamas",0.19,,
"Aruba","Bahrain",0.1,,
"Aruba","Bangladesh",0.1,,
"Aruba","Barbados",0.19,,
"Aruba","Belgium",0.21,,
"Aruba","Belize",0.17,,
"Aruba","Benin",0.18,,
"Aruba","Bermuda",0.15,,
"Aruba","Bonaire, Sint Eustatius and Saba",0.22,,
"Aruba","Brazil",0.19,,
"Aruba","British Virgin Islands",0.15,,
"Aruba","Brunei Darussalam",0.1,,
"Aruba","Bulgaria",0.1,,
"Aruba","Cabo Verde",0.09,,
"Aruba","Cambodia",0.1,,
"Aruba","Cameroon",0.18,,
"Aruba","Canada",0.2,,
"Aruba","Cayman Islands",0.15,,
"Aruba","Chile",0.18,,
"Aruba","China",0.21,,
"Aruba","China, Hong Kong SAR",0.2,,
"Aruba","China, Taiwan Province of",0.2,,
"Aruba","Christmas Island",0.08,,
"Aruba","Colombia",0.27,,
"Aruba","Comoros",0.09,,
"Aruba","Congo",0.18,,
"Aruba","Cook Islands",0.08,,
"Aruba","Costa Rica",0.19,,
"Aruba","Cote d'Ivoire",0.18,,
"Aruba","Croatia",0.1,,
"Aruba","Cuba",0.17,,
"Aruba","Curacao",0.25,,
"Aruba","Cyprus",0.11,,
"Aruba","Dem. Rep. of the Congo",0.1,,
"Aruba","Denmark",0.18,,
"Aruba","Djibouti",0.11,,
"Aruba","Dominica",0.18,,
"Aruba","Dominican Republic",0.2,,
"Aruba","Ecuador",0.19,,
"Aruba","Egypt",0.19,,
"Aruba","El Salvador",0.17,,
"Aruba","Equatorial Guinea",0.17,,
"Aruba","Eritrea",0.08,,
"Aruba","Estonia",0.17,,
"Aruba","Faroe Islands",0.17,,
"Aruba","Fiji",0.11,,
"Aruba","Finland",0.17,,
"Aruba","France",0.21,,
"Aruba","French Guiana",0.17,,
"Aruba","French Polynesia",0.18,,
"Aruba","Gabon",0.17,,
"Aruba","Gambia",0.09,,
"Aruba","Georgia",0.1,,
"Aruba","Germany",0.2,,
"Aruba","Ghana",0.19,,
"Aruba","Gibraltar",0.15,,
"Aruba","Greece",0.19,,
"Aruba","Greenland",0.09,,
"Aruba","Grenada",0.18,,
"Aruba","Guadeloupe",0.18,,
"Aruba","Guam",0.17,,
"Aruba","Guatemala",0.18,,
"Aruba","Guinea",0.17,,
"Aruba","Guinea-Bissau",0.09,,
"Aruba","Guyana",0.18,,
"Aruba","Haiti",0.24,,
"Aruba","Honduras",0.18,,
"Aruba","Iceland",0.17,,
"Aruba","India",0.2,,
"Aruba","Indonesia",0.18,,
"Aruba","Iran (Islamic Republic of)",0.1,,
"Aruba","Iraq",0.18,,
"Aruba","Ireland",0.18,,
"Aruba","Israel",0.18,,
"Aruba","Italy",0.21,,
"Aruba","Jamaica",0.27,,
"Aruba","Japan",0.2,,
"Aruba","Jordan",0.11,,
"Aruba","Kenya",0.11,,
"Aruba","Kiribati",0.1,,
"Aruba","Kuwait",0.1,,
"Aruba","Latvia",0.17,,
"Aruba","Lebanon",0.18,,
"Aruba","Liberia",0.1,,
"Aruba","Libya",0.11,,
"Aruba","Lithuania",0.17,,
"Aruba","Madagascar",0.1,,
"Aruba","Malaysia",0.2,,
"Aruba","Maldives",0.09,,
"Aruba","Malta",0.2,,
"Aruba","Marshall Islands",0.1,,
"Aruba","Martinique",0.18,,
"Aruba","Mauritania",0.1,,
"Aruba","Mauritius",0.18,,
"Aruba","Mayotte",0.09,,
"Aruba","Mexico",0.2,,
"Aruba","Micronesia (Federated States of)",0.09,,
"Aruba","Montenegro",0.1,,
"Aruba","Morocco",0.21,,
"Aruba","Mozambique",0.18,,
"Aruba","Myanmar",0.1,,
"Aruba","Namibia",0.18,,
"Aruba","Netherlands (Kingdom of the)",0.28,,
"Aruba","Netherlands Antilles",,,"Not applicable"
"Aruba","New Caledonia",0.19,,
"Aruba","New Zealand",0.19,,
"Aruba","Nicaragua",0.17,,
"Aruba","Nigeria",0.19,,
"Aruba","Niue",0.08,,
"Aruba","Norfolk Island",0.07,,
"Aruba","Northern Mariana Islands",0.1,,
"Aruba","Norway",0.17,,
"Aruba","Oman",0.19,,
"Aruba","Pakistan",0.19,,
"Aruba","Palau",0.08,,
"Aruba","Panama",0.27,,
"Aruba","Papua New Guinea",0.11,,
"Aruba","Paraguay",0.08,,
"Aruba","Peru",0.19,,
"Aruba","Philippines",0.11,,
"Aruba","Poland",0.18,,
"Aruba","Portugal",0.2,,
"Aruba","Puerto Rico",0.18,,
"Aruba","Qatar",0.11,,
"Aruba","Republic of Korea",0.21,,
"Aruba","Reunion",0.18,,
"Aruba","Romania",0.11,,
"Aruba","Russian Federation",0.18,,
"Aruba","Saint Helena",0.07,,
"Aruba","Saint Kitts and Nevis",0.15,,
"Aruba","Saint Lucia",0.18,,
"Aruba","Saint Pierre and Miquelon",0.07,,
"Aruba","Saint Vincent and the Grenadines",0.18,,
"Aruba","Samoa",0.17,,
"Aruba","Sao Tome and Principe",0.09,,
"Aruba","Saudi Arabia",0.19,,
"Aruba","Senegal",0.18,,
"Aruba","Serbia and Montenegro",,,"Not applicable"
"Aruba","Seychelles",0.1,,
"Aruba","Sierra Leone",0.1,,
"Aruba","Singapore",0.21,,
"Aruba","Sint Maarten (Dutch part)",0.18,,
"Aruba","Slovenia",0.11,,
"Aruba","Solomon Islands",0.11,,
"Aruba","Somalia",0.11,,
"Aruba","South Africa",0.19,,
"Aruba","Spain",0.21,,
"Aruba","Sri Lanka",0.2,,
"Aruba","Sudan",0.1,,
"Aruba","Sudan (...2011)",,,"Not applicable"
"Aruba","Suriname",0.19,,
"Aruba","Sweden",0.18,,
"Aruba","Syrian Arab Republic",0.11,,
"Aruba","Thailand",0.19,,
"Aruba","Timor-Leste",0.09,,
"Aruba","Togo",0.19,,
"Aruba","Tonga",0.11,,
"Aruba","Trinidad and Tobago",0.19,,
"Aruba","Tunisia",0.1,,
"Aruba","Turkiye",0.2,,
"Aruba","Turks and Caicos Islands",0.14,,
"Aruba","Tuvalu",0.01,,
"Aruba","Ukraine",0.1,,
"Aruba","United Arab Emirates",0.2,,
"Aruba","United Kingdom",0.21,,
"Aruba","United Republic of Tanzania",0.11,,
"Aruba","United States",0.28,,
"Aruba","United States Virgin Islands",0.16,,
"Aruba","Uruguay",0.18,,
"Aruba","Vanuatu",0.11,,
"Aruba","Venezuela (Bolivarian Rep. of)",0.25,,
"Aruba","Viet Nam",0.19,,
"Aruba","Wallis and Futuna Islands",0.08,,
"Aruba","Yemen",0.1,,
"Australia","Albania",0.17,,
"Australia","Algeria",0.22,,
"Australia","American Samoa",0.22,,
"Australia","Angola",0.3,,
"Australia","Antigua and Barbuda",0.2,,
"Australia","Argentina",0.33,,
"Australia","Aruba",0.19,,
"Australia","Australia",,,"Not applicable"
"Australia","Bahamas",0.31,,
"Australia","Bahrain",0.2,,
"Australia","Bangladesh",0.24,,
"Australia","Barbados",0.22,,
"Australia","Belgium",0.47,,
"Australia","Belize",0.2,,
"Australia","Benin",0.29,,
"Australia","Bermuda",0.15,,
"Australia","Bonaire, Sint Eustatius and Saba",0.16,,
"Australia","Brazil",0.34,,
"Australia","British Virgin Islands",0.17,,
"Australia","Brunei Darussalam",0.19,,
"Australia","Bulgaria",0.21,,
"Australia","Cabo Verde",0.17,,
"Australia","Cambodia",0.23,,
"Australia","Cameroon",0.29,,
"Australia","Canada",0.45,,
"Australia","Cayman Islands",0.16,,
"Australia","Chile",0.32,,
"Australia","China",0.49,,
"Australia","China, Hong Kong SAR",0.46,,
"Australia","China, Taiwan Province of",0.46,,
"Australia","Christmas Island",0.23,,
"Australia","Colombia",0.43,,
"Australia","Comoros",0.18,,
"Australia","Congo",0.31,,
"Australia","Cook Islands",0.17,,
"Australia","Costa Rica",0.31,,
"Australia","Cote d'Ivoire",0.32,,
"Australia","Croatia",0.28,,
"Australia","Cuba",0.2,,
"Australia","Curacao",0.21,,
"Australia","Cyprus",0.23,,
"Australia","Dem. Rep. of the Congo",0.18,,
"Australia","Denmark",0.31,,
"Australia","Djibouti",0.31,,
"Australia","Dominica",0.2,,
"Australia","Dominican Republic",0.35,,
"Australia","Ecuador",0.35,,
"Australia","Egypt",0.37,,
"Australia","El Salvador",0.2,,
"Australia","Equatorial Guinea",0.22,,
"Australia","Eritrea",0.16,,
"Australia","Estonia",0.21,,
"Australia","Faroe Islands",0.19,,
"Australia","Fiji",0.31,,
"Australia","Finland",0.24,,
"Australia","France",0.48,,
"Australia","French Guiana",0.2,,
"Australia","French Polynesia",0.33,,
"Australia","Gabon",0.22,,
"Australia","Gambia",0.17,,
"Australia","Georgia",0.19,,
"Australia","Germany",0.46,,
"Australia","Ghana",0.33,,
"Australia","Gibraltar",0.17,,
"Australia","Greece",0.36,,
"Australia","Greenland",0.11,,
"Australia","Grenada",0.2,,
"Australia","Guadeloupe",0.27,,
"Australia","Guam",0.21,,
"Australia","Guatemala",0.32,,
"Australia","Guinea",0.22,,
"Australia","Guinea-Bissau",0.18,,
"Australia","Guyana",0.22,,
"Australia","Haiti",0.21,,
"Australia","Honduras",0.24,,
"Australia","Iceland",0.2,,
"Australia","India",0.46,,
"Australia","Indonesia",0.39,,
"Australia","Iran (Islamic Republic of)",0.28,,
"Australia","Iraq",0.32,,
"Australia","Ireland",0.24,,
